dia,hora,velocidade,latitude,longitude,altitude,satelites,xg,yg,zg,x,y,z
90915,19402300,0.30,-7.06582,-34.84351,20.30,7,-0.73,-0.07,0.90,-1520,-1848,-1794
90915,19402300,0.30,-7.06582,-34.84351,20.30,7,-0.66,0.01,0.43,-1520,-1848,-1794
90915,19402300,0.30,-7.06582,-34.84351,20.30,7,-0.93,-0.44,0.49,-1520,-1848,-1794
90915,19402300,0.30,-7.06582,-34.84351,20.30,7,-0.64,-0.18,0.44,-1520,-1848,-1794
90915,19402400,0.28,-7.06582,-34.84351,20.30,7,-0.54,-0.11,0.86,-1520,-1848,-1794
90915,19402400,0.28,-7.06582,-34.84351,20.30,7,-0.68,-0.16,0.60,-1520,-1848,-1794
90915,19402400,0.28,-7.06582,-34.84351,20.10,7,-0.88,-0.24,0.55,-1520,-1848,-1794
90915,19402400,0.28,-7.06582,-34.84351,20.10,7,-0.69,-0.23,0.28,-1520,-1848,-1794
90915,19402400,0.28,-7.06582,-34.84351,20.10,7,-0.65,-0.21,0.41,-1520,-1848,-1794
90915,19402400,0.28,-7.06582,-34.84351,20.10,7,-0.94,-0.33,0.61,-1520,-1848,-1794
90915,19402400,0.28,-7.06582,-34.84351,20.10,7,-0.99,-0.24,0.55,-1520,-1848,-1794
90915,19402500,2.06,-7.06582,-34.84351,20.10,7,-0.85,-0.11,0.72,-1520,-1848,-1794
90915,19402500,2.06,-7.06582,-34.84351,20.10,7,-1.03,-0.04,0.48,-1520,-1848,-1794
90915,19402500,2.06,-7.06582,-34.84351,20.00,7,-0.84,-0.29,0.32,-1520,-1848,-1794
90915,19402500,2.06,-7.06582,-34.84351,20.00,7,-0.50,-0.09,0.30,-1520,-1848,-1794
90915,19402500,2.06,-7.06582,-34.84351,20.00,7,-0.74,-0.18,0.54,-1520,-1848,-1794
90915,19402500,2.06,-7.06582,-34.84351,20.00,7,-0.95,-0.05,0.81,-1520,-1848,-1794
90915,19402500,2.06,-7.06582,-34.84351,20.00,7,-0.93,0.09,0.72,-1520,-1848,-1794
90915,19402500,2.06,-7.06582,-34.84351,20.00,7,-0.93,0.10,0.98,-1520,-1848,-1794
90915,19402600,2.89,-7.06581,-34.84350,20.00,7,-0.86,0.00,0.63,-1520,-1848,-1794
90915,19402600,2.89,-7.06581,-34.84350,20.00,7,-0.85,0.07,0.57,-1520,-1848,-1794
90915,19402600,2.89,-7.06581,-34.84350,20.70,7,-0.96,-0.12,0.55,-1520,-1848,-1794
90915,19402600,2.89,-7.06581,-34.84350,20.70,7,-0.75,-0.01,0.60,-1520,-1848,-1794
90915,19402600,2.89,-7.06581,-34.84350,20.70,7,-0.86,-0.18,0.57,-1520,-1848,-1794
90915,19402600,2.89,-7.06581,-34.84350,20.70,7,-0.93,-0.20,1.02,-1520,-1848,-1794
90915,19402600,2.89,-7.06581,-34.84350,20.70,7,-1.16,-0.41,0.71,-1520,-1848,-1794
90915,19402700,3.98,-7.06581,-34.84350,20.70,7,-0.57,-0.27,0.24,-1520,-1848,-1794
90915,19402700,3.98,-7.06581,-34.84350,20.70,7,-0.78,-0.35,0.45,-1520,-1848,-1794
90915,19402700,3.98,-7.06581,-34.84350,21.00,7,-0.68,-0.20,0.17,-1520,-1848,-1794
90915,19402700,3.98,-7.06581,-34.84350,21.00,7,-0.48,-0.13,0.36,-1520,-1848,-1794
90915,19402700,3.98,-7.06581,-34.84350,21.00,7,-0.63,-0.07,0.29,-1520,-1848,-1794
90915,19402700,3.98,-7.06581,-34.84350,21.00,7,-1.01,0.04,0.38,-1520,-1848,-1794
90915,19402700,3.98,-7.06581,-34.84350,21.00,7,-0.93,-0.36,0.46,-1520,-1848,-1794
90915,19402700,3.98,-7.06581,-34.84350,21.00,7,-0.84,-0.03,0.45,-1520,-1848,-1794
90915,19402800,3.91,-7.06580,-34.84349,21.00,7,-0.48,-0.32,0.38,-1520,-1848,-1794
90915,19402800,3.91,-7.06580,-34.84349,21.00,7,-0.48,-0.25,0.12,-1520,-1848,-1794
90915,19402800,3.91,-7.06580,-34.84349,21.90,7,-0.79,-0.31,0.62,-1520,-1848,-1794
90915,19402800,3.91,-7.06580,-34.84349,21.90,7,-0.57,-0.57,0.43,-1520,-1848,-1794
90915,19402800,3.91,-7.06580,-34.84349,21.90,7,-0.90,-0.16,0.16,-1520,-1848,-1794
90915,19402800,3.91,-7.06580,-34.84349,21.90,7,-0.97,0.06,0.64,-1520,-1848,-1794
90915,19402800,3.91,-7.06580,-34.84349,21.90,7,-0.63,-0.09,0.52,-1520,-1848,-1794
90915,19402800,3.91,-7.06580,-34.84349,21.90,7,-0.61,-0.52,0.52,-1520,-1848,-1794
90915,19402900,5.85,-7.06580,-34.84348,21.90,7,-0.62,-0.10,0.54,-1520,-1848,-1794
90915,19402900,5.85,-7.06580,-34.84348,21.90,7,-1.15,-0.18,0.16,-1520,-1848,-1794
90915,19402900,5.85,-7.06580,-34.84348,22.50,7,-0.88,-0.09,0.79,-1520,-1848,-1794
90915,19402900,5.85,-7.06580,-34.84348,22.50,7,-0.91,-0.41,0.56,-1520,-1848,-1794
90915,19402900,5.85,-7.06580,-34.84348,22.50,7,-0.89,-0.28,0.19,-1520,-1848,-1794
90915,19402900,5.85,-7.06580,-34.84348,22.50,7,-0.72,-0.50,0.55,-1520,-1848,-1794
90915,19402900,5.85,-7.06580,-34.84348,22.50,7,-0.41,-0.23,0.32,-1520,-1848,-1794
90915,19402900,5.85,-7.06580,-34.84348,22.50,7,-0.55,-0.15,0.12,-1520,-1848,-1794
90915,19403000,9.41,-7.06579,-34.84347,22.50,7,-0.75,-0.05,0.25,-1520,-1848,-1794
90915,19403000,9.41,-7.06579,-34.84347,22.50,7,-0.81,-0.16,0.46,-1520,-1848,-1794
90915,19403000,9.41,-7.06579,-34.84347,22.50,7,-0.64,-0.30,0.51,-1520,-1848,-1794
90915,19403000,9.41,-7.06579,-34.84347,22.50,7,-0.55,-0.44,0.52,-1520,-1848,-1794
90915,19403000,9.41,-7.06579,-34.84347,22.50,7,-0.71,-0.38,0.28,-1520,-1848,-1794
90915,19403000,9.41,-7.06579,-34.84347,22.50,7,-0.86,-0.17,0.46,-1520,-1848,-1794
90915,19403000,9.41,-7.06579,-34.84347,22.50,7,-0.92,0.02,0.45,-1520,-1848,-1794
90915,19403000,9.41,-7.06579,-34.84347,22.50,7,-0.62,-0.20,0.52,-1520,-1848,-1794
90915,19403100,15.41,-7.06579,-34.84343,22.50,7,-0.81,-0.31,0.57,-1520,-1848,-1794
90915,19403100,15.41,-7.06579,-34.84343,22.50,7,-0.75,-0.36,0.39,-1520,-1848,-1794
90915,19403100,15.41,-7.06579,-34.84343,23.90,7,-1.05,-0.22,0.55,-1520,-1848,-1794
90915,19403100,15.41,-7.06579,-34.84343,23.90,7,-0.82,0.08,0.45,-1520,-1848,-1794
90915,19403100,15.41,-7.06579,-34.84343,23.90,7,-0.54,-0.21,0.54,-1520,-1848,-1794
90915,19403100,15.41,-7.06579,-34.84343,23.90,7,-0.73,0.00,0.73,-1520,-1848,-1794
90915,19403100,15.41,-7.06579,-34.84343,23.90,7,-0.62,-0.39,0.31,-1520,-1848,-1794
90915,19403200,17.02,-7.06578,-34.84340,23.90,7,-0.93,-0.45,0.56,-1520,-1848,-1794
90915,19403200,17.02,-7.06578,-34.84340,23.90,7,-0.48,-0.32,0.70,-1520,-1848,-1794
90915,19403200,17.02,-7.06578,-34.84340,24.40,7,-1.18,-0.23,0.53,-1520,-1848,-1794
90915,19403200,17.02,-7.06578,-34.84340,24.40,7,-0.96,0.01,0.11,-1520,-1848,-1794
90915,19403200,17.02,-7.06578,-34.84340,24.40,7,-0.88,-0.04,-0.01,-1520,-1848,-1794
90915,19403200,17.02,-7.06578,-34.84340,24.40,7,-0.61,-0.26,0.27,-1520,-1848,-1794
90915,19403200,17.02,-7.06578,-34.84340,24.40,7,-0.73,-0.44,0.67,-1520,-1848,-1794
90915,19403200,17.02,-7.06578,-34.84340,24.40,7,-0.80,-0.18,0.50,-1520,-1848,-1794
90915,19403300,21.04,-7.06577,-34.84335,24.40,7,-0.87,-0.17,0.34,-1520,-1848,-1794
90915,19403300,21.04,-7.06577,-34.84335,24.40,7,-1.05,-0.07,0.26,-1520,-1848,-1794
90915,19403300,21.04,-7.06577,-34.84335,24.70,8,-0.75,-0.14,0.45,-1520,-1848,-1794
90915,19403300,21.04,-7.06577,-34.84335,24.70,8,-1.02,-0.15,0.50,-1520,-1848,-1794
90915,19403300,21.04,-7.06577,-34.84335,24.70,8,-0.76,-0.05,0.37,-1520,-1848,-1794
90915,19403300,21.04,-7.06577,-34.84335,24.70,8,-0.84,-0.06,0.67,-1520,-1848,-1794
90915,19403300,21.04,-7.06577,-34.84335,24.70,8,-0.97,-0.24,0.32,-1520,-1848,-1794
90915,19403300,21.04,-7.06577,-34.84335,24.70,8,-0.73,-0.11,0.38,-1520,-1848,-1794
90915,19403400,23.21,-7.06574,-34.84330,24.70,8,-0.69,0.00,0.22,-1520,-1848,-1794
90915,19403400,23.21,-7.06574,-34.84330,24.70,8,-0.88,-0.16,0.38,-1520,-1848,-1794
90915,19403400,23.21,-7.06574,-34.84330,21.20,8,-0.91,-0.27,0.40,-1520,-1848,-1794
90915,19403400,23.21,-7.06574,-34.84330,21.20,8,-0.81,-0.36,0.46,-1520,-1848,-1794
90915,19403400,23.21,-7.06574,-34.84330,21.20,8,-0.98,-0.24,0.20,-1520,-1848,-1794
90915,19403400,23.21,-7.06574,-34.84330,21.20,8,-0.98,-0.28,0.24,-1520,-1848,-1794
90915,19403400,23.21,-7.06574,-34.84330,21.20,8,-0.71,-0.30,0.12,-1520,-1848,-1794
90915,19403500,25.06,-7.06572,-34.84324,21.20,8,-1.02,-0.13,0.30,-1520,-1848,-1794
90915,19403500,25.06,-7.06572,-34.84324,21.20,8,-0.67,0.04,0.34,-1520,-1848,-1794
90915,19403500,25.06,-7.06572,-34.84324,19.60,8,-0.40,-0.25,0.64,-1520,-1848,-1794
90915,19403500,25.06,-7.06572,-34.84324,19.60,8,-0.77,-0.46,0.55,-1520,-1848,-1794
90915,19403500,25.06,-7.06572,-34.84324,19.60,8,-0.58,-0.14,0.41,-1520,-1848,-1794
90915,19403500,25.06,-7.06572,-34.84324,19.60,8,-0.93,-0.09,0.48,-1520,-1848,-1794
90915,19403500,25.06,-7.06572,-34.84324,19.60,8,-0.98,-0.34,0.59,-1520,-1848,-1794
90915,19403500,25.06,-7.06572,-34.84324,19.60,8,-0.78,-0.13,0.35,-1520,-1848,-1794
90915,19403600,25.98,-7.06570,-34.84318,19.60,8,-1.24,0.13,1.08,-1520,-1848,-1794
90915,19403600,25.98,-7.06570,-34.84318,19.60,8,-0.45,-0.05,0.44,-1520,-1848,-1794
90915,19403600,25.98,-7.06570,-34.84318,17.30,8,-0.99,0.02,0.52,-1520,-1848,-1794
90915,19403600,25.98,-7.06570,-34.84318,17.30,8,-0.83,-0.27,0.48,-1520,-1848,-1794
90915,19403600,25.98,-7.06570,-34.84318,17.30,8,-0.64,-0.24,0.71,-1520,-1848,-1794
90915,19403600,25.98,-7.06570,-34.84318,17.30,8,-0.89,-0.29,0.29,-1520,-1848,-1794
90915,19403600,25.98,-7.06570,-34.84318,17.30,8,-0.89,-0.21,0.88,-1520,-1848,-1794
90915,19403600,25.98,-7.06570,-34.84318,17.30,8,-1.19,-0.28,0.82,-1520,-1848,-1794
90915,19403700,26.74,-7.06568,-34.84312,17.30,8,-0.82,-0.25,0.59,-1520,-1848,-1794
90915,19403700,26.74,-7.06568,-34.84312,17.30,8,-0.66,-0.11,0.70,-1520,-1848,-1794
90915,19403700,26.74,-7.06568,-34.84312,17.10,8,-0.20,-0.24,0.65,-1520,-1848,-1794
90915,19403700,26.74,-7.06568,-34.84312,17.10,8,-0.91,-0.15,0.80,-1520,-1848,-1794
90915,19403700,26.74,-7.06568,-34.84312,17.10,8,-0.64,-0.14,0.48,-1520,-1848,-1794
90915,19403700,26.74,-7.06568,-34.84312,17.10,8,-0.82,-0.19,0.46,-1520,-1848,-1794
90915,19403700,26.74,-7.06568,-34.84312,17.10,8,-0.92,0.05,0.39,-1520,-1848,-1794
90915,19403800,26.28,-7.06567,-34.84306,17.10,8,-0.56,-0.10,0.41,-1520,-1848,-1794
90915,19403800,26.28,-7.06567,-34.84306,17.10,8,-1.26,-0.45,0.80,-1520,-1848,-1794
90915,19403800,26.28,-7.06567,-34.84306,15.20,8,-1.14,-0.24,0.32,-1520,-1848,-1794
90915,19403800,26.28,-7.06567,-34.84306,15.20,8,-1.04,0.01,0.59,-1520,-1848,-1794
90915,19403800,26.28,-7.06567,-34.84306,15.20,8,-0.67,0.00,0.59,-1520,-1848,-1794
90915,19403800,26.28,-7.06567,-34.84306,15.20,8,-1.23,-0.38,0.41,-1520,-1848,-1794
90915,19403800,26.28,-7.06567,-34.84306,15.20,8,-0.91,-0.31,0.54,-1520,-1848,-1794
90915,19403800,26.28,-7.06567,-34.84306,15.20,8,-0.74,-0.12,0.36,-1520,-1848,-1794
90915,19403900,25.50,-7.06565,-34.84300,15.20,8,-0.94,-0.16,0.32,-1520,-1848,-1794
90915,19403900,25.50,-7.06565,-34.84300,15.20,8,-1.14,0.16,0.86,-1520,-1848,-1794
90915,19403900,25.50,-7.06565,-34.84300,13.80,8,-1.00,-0.07,0.54,-1520,-1848,-1794
90915,19403900,25.50,-7.06565,-34.84300,13.80,8,-0.62,-0.27,0.14,-1520,-1848,-1794
90915,19403900,25.50,-7.06565,-34.84300,13.80,8,-0.92,0.21,0.55,-1520,-1848,-1794
90915,19403900,25.50,-7.06565,-34.84300,13.80,8,-0.97,-0.17,0.73,-1520,-1848,-1794
90915,19403900,25.50,-7.06565,-34.84300,13.80,8,-1.01,0.23,0.27,-1520,-1848,-1794
90915,19403900,25.50,-7.06565,-34.84300,13.80,8,-0.63,-0.27,0.06,-1520,-1848,-1794
90915,19404000,25.11,-7.06564,-34.84294,13.80,8,-1.38,0.25,0.41,-1520,-1848,-1794
90915,19404000,25.11,-7.06564,-34.84294,13.80,8,-0.98,-0.05,0.34,-1520,-1848,-1794
90915,19404000,25.11,-7.06564,-34.84294,12.70,8,-0.78,-0.61,0.27,-1520,-1848,-1794
90915,19404000,25.11,-7.06564,-34.84294,12.70,8,-0.68,-0.33,0.66,-1520,-1848,-1794
90915,19404000,25.11,-7.06564,-34.84294,12.70,8,-0.90,0.09,0.43,-1520,-1848,-1794
90915,19404000,25.11,-7.06564,-34.84294,12.70,8,-1.10,-0.28,0.44,-1520,-1848,-1794
90915,19404000,25.11,-7.06564,-34.84294,12.70,8,-1.30,0.11,0.35,-1520,-1848,-1794
90915,19404000,25.11,-7.06564,-34.84294,12.70,8,-1.03,0.04,0.51,-1520,-1848,-1794
90915,19404100,24.30,-7.06562,-34.84288,12.70,8,-0.81,-0.09,0.34,-1520,-1848,-1794
90915,19404100,24.30,-7.06562,-34.84288,12.70,8,-0.57,-0.61,0.31,-1520,-1848,-1794
90915,19404100,24.30,-7.06562,-34.84288,11.90,8,-0.96,0.05,0.36,-1520,-1848,-1794
90915,19404100,24.30,-7.06562,-34.84288,11.90,8,-0.86,-0.35,0.35,-1520,-1848,-1794
90915,19404100,24.30,-7.06562,-34.84288,11.90,8,-1.15,-0.41,0.12,-1520,-1848,-1794
90915,19404100,24.30,-7.06562,-34.84288,11.90,8,-0.92,-0.13,0.13,-1520,-1848,-1794
90915,19404100,24.30,-7.06562,-34.84288,11.90,8,-0.99,-0.21,0.01,-1520,-1848,-1794
90915,19404200,23.17,-7.06561,-34.84283,11.90,8,-0.90,-0.32,0.59,-1520,-1848,-1794
90915,19404200,23.17,-7.06561,-34.84283,11.90,8,-0.77,-0.42,0.18,-1520,-1848,-1794
90915,19404200,23.17,-7.06561,-34.84283,11.40,8,-0.88,-0.11,0.36,-1520,-1848,-1794
90915,19404200,23.17,-7.06561,-34.84283,11.40,8,-0.86,-0.26,0.41,-1520,-1848,-1794
90915,19404200,23.17,-7.06561,-34.84283,11.40,8,-0.80,-0.38,0.29,-1520,-1848,-1794
90915,19404200,23.17,-7.06561,-34.84283,11.40,8,-0.78,-0.38,0.25,-1520,-1848,-1794
90915,19404200,23.17,-7.06561,-34.84283,11.40,8,-0.95,-0.40,0.30,-1520,-1848,-1794
90915,19404200,23.17,-7.06561,-34.84283,11.40,8,-0.92,-0.19,0.43,-1520,-1848,-1794
90915,19404300,22.84,-7.06559,-34.84278,11.40,8,-0.96,-0.23,0.43,-1520,-1848,-1794
90915,19404300,22.84,-7.06559,-34.84278,11.40,8,-0.84,-0.25,0.29,-1520,-1848,-1794
90915,19404300,22.84,-7.06559,-34.84278,11.00,8,-0.81,-0.20,0.35,-1520,-1848,-1794
90915,19404300,22.84,-7.06559,-34.84278,11.00,8,-0.84,-0.42,0.26,-1520,-1848,-1794
90915,19404300,22.84,-7.06559,-34.84278,11.00,8,-0.79,-0.24,0.40,-1520,-1848,-1794
90915,19404300,22.84,-7.06559,-34.84278,11.00,8,-0.77,-0.22,0.43,-1520,-1848,-1794
90915,19404300,22.84,-7.06559,-34.84278,11.00,8,-0.92,-0.13,0.36,-1520,-1848,-1794
90915,19404300,22.84,-7.06559,-34.84278,11.00,8,-0.80,-0.04,0.43,-1520,-1848,-1794
90915,19404400,21.74,-7.06556,-34.84273,11.00,8,-0.78,-0.13,0.49,-1520,-1848,-1794
90915,19404400,21.74,-7.06556,-34.84273,11.00,8,-0.93,-0.24,0.42,-1520,-1848,-1794
90915,19404400,21.74,-7.06556,-34.84273,10.80,8,-0.81,-0.15,0.45,-1520,-1848,-1794
90915,19404400,21.74,-7.06556,-34.84273,10.80,8,-0.88,-0.17,0.43,-1520,-1848,-1794
90915,19404400,21.74,-7.06556,-34.84273,10.80,8,-0.88,0.01,0.55,-1520,-1848,-1794
90915,19404400,21.74,-7.06556,-34.84273,10.80,8,-0.79,-0.19,0.44,-1520,-1848,-1794
90915,19404400,21.74,-7.06556,-34.84273,10.80,8,-0.80,-0.11,0.54,-1520,-1848,-1794
90915,19404500,20.76,-7.06555,-34.84268,10.80,8,-0.75,-0.02,0.48,-1520,-1848,-1794
90915,19404500,20.76,-7.06555,-34.84268,10.80,8,-0.91,-0.16,0.57,-1520,-1848,-1794
90915,19404500,20.76,-7.06555,-34.84268,10.30,8,-0.66,-0.07,0.64,-1520,-1848,-1794
90915,19404500,20.76,-7.06555,-34.84268,10.30,8,-0.85,-0.06,0.60,-1520,-1848,-1794
90915,19404500,20.76,-7.06555,-34.84268,10.30,8,-0.62,-0.28,0.92,-1520,-1848,-1794
90915,19404500,20.76,-7.06555,-34.84268,10.30,8,-0.75,-0.21,0.49,-1520,-1848,-1794
90915,19404500,20.76,-7.06555,-34.84268,10.30,8,-0.99,-0.16,0.41,-1520,-1848,-1794
90915,19404500,20.76,-7.06555,-34.84268,10.30,8,-0.71,-0.03,0.66,-1520,-1848,-1794
90915,19404600,20.71,-7.06554,-34.84263,10.30,8,-0.67,0.05,0.71,-1520,-1848,-1794
90915,19404600,20.71,-7.06554,-34.84263,10.30,8,-0.80,-0.14,0.67,-1520,-1848,-1794
90915,19404600,20.71,-7.06554,-34.84263,10.20,8,-0.58,-0.10,0.91,-1520,-1848,-1794
90915,19404600,20.71,-7.06554,-34.84263,10.20,8,-0.83,-0.03,0.42,-1520,-1848,-1794
90915,19404600,20.71,-7.06554,-34.84263,10.20,8,-0.91,0.07,0.60,-1520,-1848,-1794
90915,19404600,20.71,-7.06554,-34.84263,10.20,8,-0.70,0.08,0.46,-1520,-1848,-1794
90915,19404600,20.71,-7.06554,-34.84263,10.20,8,-0.71,-0.28,0.79,-1520,-1848,-1794
90915,19404600,20.71,-7.06554,-34.84263,10.20,8,-0.66,-0.14,0.62,-1520,-1848,-1794
90915,19404700,20.72,-7.06553,-34.84258,10.20,8,-0.70,-0.30,0.50,-1520,-1848,-1794
90915,19404700,20.72,-7.06553,-34.84258,10.20,8,-0.64,-0.13,0.74,-1520,-1848,-1794
90915,19404700,20.72,-7.06553,-34.84258,9.80,8,-0.76,-0.07,0.73,-1520,-1848,-1794
90915,19404700,20.72,-7.06553,-34.84258,9.80,8,-1.03,0.04,0.57,-1520,-1848,-1794
90915,19404700,20.72,-7.06553,-34.84258,9.80,8,-1.09,-0.04,0.48,-1520,-1848,-1794
90915,19404700,20.72,-7.06553,-34.84258,9.80,8,-0.84,-0.22,0.54,-1520,-1848,-1794
90915,19404700,20.72,-7.06553,-34.84258,9.80,8,-0.87,0.14,0.53,-1520,-1848,-1794
90915,19404800,21.50,-7.06552,-34.84252,9.80,8,-1.06,0.18,0.36,-1520,-1848,-1794
90915,19404800,21.50,-7.06552,-34.84252,9.80,8,-0.72,-0.02,0.54,-1520,-1848,-1794
90915,19404800,21.50,-7.06552,-34.84252,9.30,8,-1.23,-0.66,0.75,-1520,-1848,-1794
90915,19404800,21.50,-7.06552,-34.84252,9.30,8,-0.79,-0.43,0.50,-1520,-1848,-1794
90915,19404800,21.50,-7.06552,-34.84252,9.30,8,-0.91,-0.14,0.38,-1520,-1848,-1794
90915,19404800,21.50,-7.06552,-34.84252,9.30,8,-0.77,-0.40,0.47,-1520,-1848,-1794
90915,19404800,21.50,-7.06552,-34.84252,9.30,8,-0.82,-0.35,0.34,-1520,-1848,-1794
90915,19404900,21.82,-7.06551,-34.84247,9.30,8,-0.79,0.10,0.54,-1520,-1848,-1794
90915,19404900,21.82,-7.06551,-34.84247,9.30,8,-0.83,0.17,0.70,-1520,-1848,-1794
90915,19404900,21.82,-7.06551,-34.84247,8.90,7,-0.89,-0.18,0.67,-1520,-1848,-1794
90915,19404900,21.82,-7.06551,-34.84247,8.90,7,-0.95,0.13,0.27,-1520,-1848,-1794
90915,19404900,21.82,-7.06551,-34.84247,8.90,7,-0.85,0.19,0.45,-1520,-1848,-1794
90915,19404900,21.82,-7.06551,-34.84247,8.90,7,-0.88,0.00,0.32,-1520,-1848,-1794
90915,19404900,21.82,-7.06551,-34.84247,8.90,7,-0.34,0.03,0.34,-1520,-1848,-1794
90915,19404900,21.82,-7.06551,-34.84247,8.90,7,-0.97,0.09,0.46,-1520,-1848,-1794
90915,19405000,20.00,-7.06550,-34.84242,8.90,7,-0.80,-0.39,0.43,-1520,-1848,-1794
90915,19405000,20.00,-7.06550,-34.84242,8.90,7,-0.79,-0.21,0.38,-1520,-1848,-1794
90915,19405000,20.00,-7.06550,-34.84242,8.40,6,-0.80,-0.14,0.63,-1520,-1848,-1794
90915,19405000,20.00,-7.06550,-34.84242,8.40,6,-0.79,-0.12,0.72,-1520,-1848,-1794
90915,19405000,20.00,-7.06550,-34.84242,8.40,6,-0.97,-0.36,0.35,-1520,-1848,-1794
90915,19405000,20.00,-7.06550,-34.84242,8.40,6,-1.09,-0.42,0.27,-1520,-1848,-1794
90915,19405000,20.00,-7.06550,-34.84242,8.40,6,-0.68,-0.08,0.50,-1520,-1848,-1794
90915,19405000,20.00,-7.06550,-34.84242,8.40,6,-0.79,0.03,0.27,-1520,-1848,-1794
90915,19405100,17.30,-7.06548,-34.84238,8.40,6,-0.63,-0.20,0.36,-1520,-1848,-1794
90915,19405100,17.30,-7.06548,-34.84238,8.40,6,-0.81,-0.24,0.36,-1520,-1848,-1794
90915,19405100,17.30,-7.06548,-34.84238,8.10,8,-0.80,-0.28,0.53,-1520,-1848,-1794
90915,19405100,17.30,-7.06548,-34.84238,8.10,8,-0.72,-0.24,0.54,-1520,-1848,-1794
90915,19405100,17.30,-7.06548,-34.84238,8.10,8,-0.76,-0.50,0.63,-1520,-1848,-1794
90915,19405100,17.30,-7.06548,-34.84238,8.10,8,-0.61,-0.29,0.45,-1520,-1848,-1794
90915,19405100,17.30,-7.06548,-34.84238,8.10,8,-0.56,-0.17,0.39,-1520,-1848,-1794
90915,19405200,10.61,-7.06547,-34.84235,8.10,8,-0.55,0.05,0.72,-1520,-1848,-1794
90915,19405200,10.61,-7.06547,-34.84235,8.10,8,-0.42,-0.14,0.46,-1520,-1848,-1794
90915,19405200,10.61,-7.06547,-34.84235,7.40,8,-0.95,-0.10,0.46,-1520,-1848,-1794
90915,19405200,10.61,-7.06547,-34.84235,7.40,8,-0.61,0.24,0.41,-1520,-1848,-1794
90915,19405200,10.61,-7.06547,-34.84235,7.40,8,-0.68,0.05,0.42,-1520,-1848,-1794
90915,19405200,10.61,-7.06547,-34.84235,7.40,8,-0.93,0.11,0.19,-1520,-1848,-1794
90915,19405200,10.61,-7.06547,-34.84235,7.40,8,-0.86,-0.06,0.68,-1520,-1848,-1794
90915,19405300,7.46,-7.06548,-34.84233,7.40,8,-0.50,-0.12,0.17,-1520,-1848,-1794
90915,19405300,7.46,-7.06548,-34.84233,7.40,8,-0.24,-0.03,0.36,-1520,-1848,-1794
90915,19405300,7.46,-7.06548,-34.84233,6.90,8,-0.92,-0.10,0.75,-1520,-1848,-1794
90915,19405300,7.46,-7.06548,-34.84233,6.90,8,-0.90,-0.28,0.43,-1520,-1848,-1794
90915,19405300,7.46,-7.06548,-34.84233,6.90,8,-0.99,0.16,0.51,-1520,-1848,-1794
90915,19405300,7.46,-7.06548,-34.84233,6.90,8,-0.55,-0.07,0.28,-1520,-1848,-1794
90915,19405300,7.46,-7.06548,-34.84233,6.90,8,-0.76,-0.27,0.29,-1520,-1848,-1794
90915,19405300,7.46,-7.06548,-34.84233,6.90,8,-0.72,-0.09,0.53,-1520,-1848,-1794
90915,19405400,6.98,-7.06548,-34.84231,6.90,8,-1.20,0.13,0.49,-1520,-1848,-1794
90915,19405400,6.98,-7.06548,-34.84231,6.90,8,-0.86,0.21,0.45,-1520,-1848,-1794
90915,19405400,6.98,-7.06548,-34.84231,6.90,8,-0.80,-0.08,-0.14,-1520,-1848,-1794
90915,19405400,6.98,-7.06548,-34.84231,6.90,8,-1.05,-0.54,0.25,-1520,-1848,-1794
90915,19405400,6.98,-7.06548,-34.84231,6.90,8,-0.79,-0.22,0.36,-1520,-1848,-1794
90915,19405400,6.98,-7.06548,-34.84231,6.90,8,-1.12,0.10,0.44,-1520,-1848,-1794
90915,19405400,6.98,-7.06548,-34.84231,6.90,8,-1.12,0.07,0.61,-1520,-1848,-1794
90915,19405500,11.59,-7.06549,-34.84228,6.90,8,-0.82,-0.23,0.27,-1520,-1848,-1794
90915,19405500,11.59,-7.06549,-34.84228,6.90,8,-0.94,-0.35,0.18,-1520,-1848,-1794
90915,19405500,11.59,-7.06549,-34.84228,7.70,8,-1.18,-0.12,0.71,-1520,-1848,-1794
90915,19405500,11.59,-7.06549,-34.84228,7.70,8,-0.52,-0.66,0.28,-1520,-1848,-1794
90915,19405500,11.59,-7.06549,-34.84228,7.70,8,-0.79,-0.33,0.38,-1520,-1848,-1794
90915,19405500,11.59,-7.06549,-34.84228,7.70,8,-1.07,-0.11,0.12,-1520,-1848,-1794
90915,19405500,11.59,-7.06549,-34.84228,7.70,8,-0.62,-0.39,0.32,-1520,-1848,-1794
90915,19405500,11.59,-7.06549,-34.84228,7.70,8,-0.87,-0.39,0.48,-1520,-1848,-1794
90915,19405600,14.91,-7.06552,-34.84226,7.70,8,-0.87,-0.11,0.63,-1520,-1848,-1794
90915,19405600,14.91,-7.06552,-34.84226,7.70,8,-0.58,-0.09,0.42,-1520,-1848,-1794
90915,19405600,14.91,-7.06552,-34.84226,8.40,8,-0.84,-0.22,0.63,-1520,-1848,-1794
90915,19405600,14.91,-7.06552,-34.84226,8.40,8,-0.73,-0.04,0.89,-1520,-1848,-1794
90915,19405600,14.91,-7.06552,-34.84226,8.40,8,-0.79,-0.41,0.51,-1520,-1848,-1794
90915,19405600,14.91,-7.06552,-34.84226,8.40,8,-0.84,-0.42,0.17,-1520,-1848,-1794
